Location,Minimum,Average,Maximum
Barahari,25.7652,25.7652,25.7652,1
Hämeenkyrö,61.6333,61.6333,61.6333,1
Roccastrada,43.0097,43.0097,43.0097,1
Oberursel,50.2033,50.2033,50.2033,1
Southborough,42.3012,46.7305,51.1598,2
Zolote,48.6833,48.6833,48.6833,1
Niamtougou,9.7667,9.7667,9.7667,1
Sadhoa,25.4049,25.4049,25.4049,1
Mitoyo,34.1825,34.1825,34.1825,1
Caowotan,37.2739,37.2739,37.2739,1
Shīrvān,37.3967,37.3967,37.3967,1
Burgess Hill,50.9535,50.9535,50.9535,1
Ober-Ramstadt,49.8333,49.8333,49.8333,1
Čačak,43.8914,43.8914,43.8914,1
Pôrto Esperidião,-15.8528,-15.8528,-15.8528,1
Istog,42.7833,42.7833,42.7833,1
Bāpatla,15.9044,15.9044,15.9044,1
Lanco,-39.45,-39.45,-39.45,1
Oyama,35.3601,35.3601,35.3601,1
Cogoleto,44.3894,44.3894,44.3894,1
Pothia,25.5413,25.5413,25.5413,1
Muaná,-1.5278,-1.5278,-1.5278,1
Madhopur,26.7333,26.7333,26.7333,1
Plácido de Castro,-10.2758,-10.2758,-10.2758,1
Palagiano,40.5833,40.5833,40.5833,1
Sendamangalam,11.2825,11.5128,11.7431,2
Gidha,26.0507,26.0507,26.0507,1
Gamu,17.05,17.05,17.05,1
Sannois,48.9722,48.9722,48.9722,1
Abington,40.1108,41.114403,42.118,2
Shelek,43.5972,43.5972,43.5972,1
Boa Esperança,-21.09,-19.815,-18.54,2
Ramu,3.9375,3.9375,3.9375,1
Ramapo,41.1404,41.1404,41.1404,1
Talata-Volonondry,-18.75,-18.75,-18.75,1
Vatomandry,-19.3308,-19.3308,-19.3308,1
Orange Cove,36.6211,36.6211,36.6211,1
Zrnovci,41.8542,41.8542,41.8542,1
Londerzeel,51.0,51.0,51.0,1
Sovetskaya Gavan’,48.9667,48.9667,48.9667,1
Na Wa,17.4692,17.4692,17.4692,1
Show Low,34.2671,34.2671,34.2671,1
Galt,38.2698,38.2698,38.2698,1
Gamboula,4.1333,4.1333,4.1333,1
Werlte,52.85,52.85,52.85,1
Shūshtar,32.0456,32.0456,32.0456,1
Zográfos,37.9783,37.9783,37.9783,1
Tryavna,42.8669,42.8669,42.8669,1
Quimperlé,47.8728,47.8728,47.8728,1
Sevnica,46.0092,46.0092,46.0092,1
Kālimpong,27.06,27.06,27.06,1
Nyaungu,21.2,21.2,21.2,1
Torzhok,57.0333,57.0333,57.0333,1
Naxçıvan,39.2089,39.2089,39.2089,1
Moscháto,37.95,37.95,37.95,1
Anguillara Sabazia,42.0833,42.0833,42.0833,1
Tsévié,6.4333,6.4333,6.4333,1
São Luís Gonzaga do Maranhão,-4.38,-4.38,-4.38,1
Fort Mitchell,39.046,39.046,39.046,1
Bagnacavallo,44.4167,44.4167,44.4167,1
Centralia,38.5224,42.622353,46.7223,2
Newport Beach,33.6151,33.6151,33.6151,1
Ribnica,45.74,46.138603,46.5372,2
Fenoarivo,-23.1167,-20.972233,-18.9333,3
Bafilo,9.35,9.35,9.35,1
Puerto Asís,0.5167,0.5167,0.5167,1
Campobello di Licata,37.25,37.25,37.25,1
Antohobe,-19.7667,-19.7667,-19.7667,1
Pratāpgarh,24.03,24.03,24.03,1
Shankar Saraiyā,26.5967,26.5967,26.5967,1
Rivalta di Torino,45.034,45.034,45.034,1
New Philadelphia,40.486,40.486,40.486,1
Tonantins,-2.8728,-2.8728,-2.8728,1
Chincholi,17.4651,17.4651,17.4651,1
Santa Ana Maya,20.0,20.0,20.0,1
Sheffield Lake,41.4883,41.4883,41.4883,1
Jevargi,17.0139,17.0139,17.0139,1
Basāpatna,15.4302,15.4302,15.4302,1
Center,40.6483,40.6483,40.6483,1
Alachua,29.7779,29.7779,29.7779,1
Cajamarca,4.4167,4.4167,4.4167,1
Río Blanco,12.9325,12.9325,12.9325,1
Skhirate,33.85,33.85,33.85,1
Odendaalsrus,-27.8667,-27.8667,-27.8667,1
Amudat,1.9522,1.9522,1.9522,1
Napoleon,41.3977,41.3977,41.3977,1
Beverly Hills,28.9176,35.172733,42.522,3
Ivaiporã,-24.2478,-24.2478,-24.2478,1
Alaplı,41.1833,41.1833,41.1833,1
Fengning,41.2013,41.2013,41.2013,1
Macrohon,10.0797,10.0797,10.0797,1
Mercaderes,1.8,1.8,1.8,1
Zeist,52.0906,52.0906,52.0906,1
Suchitoto,13.9333,13.9333,13.9333,1
Gopālpur,19.2586,23.3162,26.1317,3
Lalín,42.65,42.65,42.65,1
Bodināyakkanūr,10.0,10.0,10.0,1
Antsampanimahazo,-19.64,-19.64,-19.64,1
Porecatu,-22.7558,-22.7558,-22.7558,1
Maibog,10.15,10.15,10.15,1
Locust Grove,33.3446,33.3446,33.3446,1
San Juan Bautista,-26.6333,-6.1083,14.4167,2
Agidel,55.9,55.9,55.9,1
Holíč,48.8122,48.8122,48.8122,1
San Agustín Tlaxiaca,20.1144,20.1144,20.1144,1
Frederickson,47.0916,47.0916,47.0916,1
Lindome,57.5667,57.5667,57.5667,1
Rabaul,-4.2,-4.2,-4.2,1
Port Augusta,-32.4925,-32.4925,-32.4925,1
Muroran,42.3152,42.3152,42.3152,1
Sunkarevu,16.3904,16.3904,16.3904,1
Ouled Moussa,36.6831,36.6831,36.6831,1
Bad Soden am Taunus,50.1333,50.1333,50.1333,1
Majia,35.4599,35.4599,35.4599,1
Entre Ríos,-21.5264,-21.5264,-21.5264,1
Zeitz,51.0478,51.0478,51.0478,1
Xiazhai,27.6909,27.6909,27.6909,1
Prince Albert,53.2,53.2,53.2,1
Dragør,55.5833,55.5833,55.5833,1
Lindong,43.9673,43.9673,43.9673,1
Rio dos Cedros,-26.7378,-26.7378,-26.7378,1
Shelby,35.2904,35.2904,35.2904,1
Hulbuk,37.805,37.805,37.805,1
Streaky Bay,-32.8,-32.8,-32.8,1
Lichtenburg,-26.15,-26.15,-26.15,1
Santa María Xadani,16.3667,16.3667,16.3667,1
Tangjiacun,20.8425,20.8425,20.8425,1
Key Biscayne,25.6908,25.6908,25.6908,1
Bissendorf,52.2333,52.2333,52.2333,1
Ostercappeln,52.35,52.35,52.35,1
Bagnolo Mella,45.4333,45.4333,45.4333,1
Oleksandriia,48.6667,48.6667,48.6667,1
Gata,7.85,7.85,7.85,1
Novo Lino,-8.915,-8.915,-8.915,1
Safājā,26.7333,26.7333,26.7333,1
Nasīrabād,26.3,26.3,26.3,1
Ar Ruḩaybah,33.7436,33.7436,33.7436,1
Circleville,39.6063,39.6063,39.6063,1
Siglan,59.0337,59.0337,59.0337,1
Rāyapalle,16.2836,16.2836,16.2836,1
Pentapādu Kasba,16.7939,16.7939,16.7939,1
Grigiškės,54.6667,54.6667,54.6667,1
Pattensen,52.2667,52.2667,52.2667,1
San Andrés Itzapa,14.6167,14.6167,14.6167,1
Gary,41.5905,41.5905,41.5905,1
Huixcolotla,18.9219,18.9219,18.9219,1
Ramara,44.6333,44.6333,44.6333,1
Alfonso,14.1379,14.1379,14.1379,1
Beniel,38.0464,38.0464,38.0464,1
Gasa,27.9167,27.9167,27.9167,1
University Place,47.2147,47.2147,47.2147,1
Bajpe,12.9803,12.9803,12.9803,1
Freienbach,47.2,47.2,47.2,1
Gudiyāttam,12.9476,12.9476,12.9476,1
Pinos Puente,37.25,37.25,37.25,1
Beruri,-3.9022,-3.9022,-3.9022,1
Deurne,51.2247,51.345703,51.4667,2
Deerlijk,50.8533,50.8533,50.8533,1
Tupiza,-21.4375,-21.4375,-21.4375,1
Eastbourne,50.77,50.77,50.77,1
Maintirano,-18.0667,-18.0667,-18.0667,1
Gongguan,24.5053,24.5053,24.5053,1
Santa Marcela,18.2872,18.2872,18.2872,1
Ulbroka,56.9333,56.9333,56.9333,1
Nagykanizsa,46.455,46.455,46.455,1
Raun,25.6462,25.99465,26.3431,2
Pueblo Rico,5.25,5.25,5.25,1
Horokhiv,50.4994,50.4994,50.4994,1
Shāhedshahr,35.5714,35.5714,35.5714,1
Awlouz,30.7,30.7,30.7,1
Sukrah,36.8833,36.8833,36.8833,1
Dolgoprudnyy,55.9333,55.9333,55.9333,1
Lilburn,33.8897,33.8897,33.8897,1
Séguéla,7.9667,7.9667,7.9667,1
Prostějov,49.4722,49.4722,49.4722,1
Plantation,26.1259,26.1259,26.1259,1
Lapua,62.97,62.97,62.97,1
Wadhraf,33.9833,33.9833,33.9833,1
Santa Teresa,-25.0519,-11.061267,11.8039,3
Haapsalu,58.9394,58.9394,58.9394,1
Mount Isa,-20.7261,-20.7261,-20.7261,1
Marhaura,25.97,25.97,25.97,1
Thakraha,26.7419,26.7419,26.7419,1
Lākheri,25.67,25.67,25.67,1
Raub,3.7931,3.7931,3.7931,1
Sitrah,26.12,26.12,26.12,1
Lorengau,-2.0306,-2.0306,-2.0306,1
Brasiléia,-11.01,-11.01,-11.01,1
Paso del Macho,18.9667,18.9667,18.9667,1
Ang Thong,14.5925,14.5925,14.5925,1
Ingham,-18.6508,-18.6508,-18.6508,1
Klamath Falls,42.2195,42.2195,42.2195,1
Tucson Mountains,32.2822,32.2822,32.2822,1
Capelinha,-17.6908,-17.6908,-17.6908,1
Brummen,52.0833,52.0833,52.0833,1
Piddig,18.1647,18.1647,18.1647,1
Laoaoba,26.8377,26.8377,26.8377,1
Shotley Bridge,54.87,54.87,54.87,1
Teófilo Otoni,-17.8578,-17.8578,-17.8578,1
Fort Irwin,35.2477,35.2477,35.2477,1
Park Forest Village,40.7996,40.7996,40.7996,1
Tonyrefail,51.584,51.584,51.584,1
Ringnod,22.6113,22.6113,22.6113,1
Říčany,49.9917,49.9917,49.9917,1
Einsiedeln,47.1167,47.1167,47.1167,1
Frías,-28.6333,-28.6333,-28.6333,1
Pljevlja,43.3567,43.3567,43.3567,1
Ellicott,42.133,42.133,42.133,1
Tamarakulam,8.1325,8.1325,8.1325,1
Linbian,22.4333,22.4333,22.4333,1
Mangalapur,13.6245,13.6245,13.6245,1
Knik-Fairview,61.5082,61.5082,61.5082,1
Mortara,45.25,45.25,45.25,1
Piaçabuçu,-10.4086,-10.4086,-10.4086,1
Regedor Quissico,-24.7257,-24.7257,-24.7257,1
Druzhkivka,48.6203,48.6203,48.6203,1
Amboaboa,-15.9333,-15.9333,-15.9333,1
M’diq,35.6858,35.6858,35.6858,1
Lititz,40.154,40.154,40.154,1
Mickleover,52.901,52.901,52.901,1
Barskoon,42.1561,42.1561,42.1561,1
Ma’erkang,31.9046,31.9046,31.9046,1
Méridjonou,6.4619,6.4619,6.4619,1
Chomutov,50.4611,50.4611,50.4611,1
Pipra,26.346,26.346,26.346,1
Kannūlu,12.8685,12.8685,12.8685,1
Gavá,41.3072,41.3072,41.3072,1
Carmo do Rio Verde,-15.3539,-15.3539,-15.3539,1
Wigston Magna,52.5812,52.5812,52.5812,1
Pioltello,45.5,45.5,45.5,1
Jedeïda,36.8333,36.8333,36.8333,1
Mudki,30.78,30.78,30.78,1
Lodeynoye Pole,60.7167,60.7167,60.7167,1
Ambahive,-22.2,-22.2,-22.2,1
Jódar,37.8333,37.8333,37.8333,1
Muktāgācha,24.7662,24.7662,24.7662,1
Majra,25.7131,25.7131,25.7131,1
South Miami,25.7079,25.7079,25.7079,1
Lulhaul,25.8787,25.8787,25.8787,1
Acquaviva delle Fonti,40.9,40.9,40.9,1
Grande Prairie,55.1708,55.1708,55.1708,1
West Chicago,41.896,41.896,41.896,1
Rishton,40.3567,40.3567,40.3567,1
Qashyr,53.0804,53.0804,53.0804,1
Babhani Bholwa,26.0876,26.0876,26.0876,1
Vennesla,58.3106,58.3106,58.3106,1
Sievierodonetsk,48.9481,48.9481,48.9481,1
Água Branca,-9.2608,-7.5542336,-5.89,3
Gaya,11.8878,11.8878,11.8878,1
San Juan Nepomuceno,-26.1167,-8.083349,9.95,2
Salavan,15.7167,15.7167,15.7167,1
Salavat,53.3667,53.3667,53.3667,1
Gibara,21.1072,21.1072,21.1072,1
Mittweida,50.9856,50.9856,50.9856,1
Korsør,55.3336,55.3336,55.3336,1
Namhkam,23.8333,23.8333,23.8333,1
Westwego,29.9058,29.9058,29.9058,1
Kāuriya,26.1517,26.1517,26.1517,1
Köse,40.21,40.21,40.21,1
Farmington,36.7555,41.0513,44.6572,7
Topoloveni,44.8069,44.8069,44.8069,1
Ontario,43.2408,43.63335,44.0259,2
Dejen,10.1667,10.1667,10.1667,1
Mŭynoq,43.7667,43.7667,43.7667,1
Tottington,53.613,53.613,53.613,1
Mitry-Mory,48.9839,48.9839,48.9839,1
Knin,44.0414,44.0414,44.0414,1
Ambahita,-24.0,-24.0,-24.0,1
Ampitasimo,-17.7833,-17.7833,-17.7833,1
Rangvāsa,22.6435,22.6435,22.6435,1
Cabañas,14.9333,14.9333,14.9333,1
Bhāsaula Dānāpur,25.5509,25.5509,25.5509,1
Pilkhua,28.712,28.712,28.712,1
Deerfield Beach,26.305,26.305,26.305,1
Budai,23.36,23.36,23.36,1
Niesky,51.3,51.3,51.3,1
Kukdeshwar,24.4828,24.4828,24.4828,1
Kawai,34.5783,34.5783,34.5783,1
Guayos,22.0497,22.0497,22.0497,1
Rio Largo,-9.4778,-9.4778,-9.4778,1
Gistel,51.1561,51.1561,51.1561,1
Ramain,7.9667,7.9667,7.9667,1
Carrières-sur-Seine,48.9108,48.9108,48.9108,1
Änew,37.8833,37.8833,37.8833,1
Corralillo,22.9856,22.9856,22.9856,1
Mudon,16.2578,16.2578,16.2578,1
Amantea,39.1333,39.1333,39.1333,1
Ambohimangakely,-18.9167,-18.9167,-18.9167,1
Etajima,34.2167,34.2167,34.2167,1
Pilón,19.9053,19.9053,19.9053,1
Beldaur,25.5947,25.5947,25.5947,1
Zuitou,34.0622,34.0622,34.0622,1
Santa Cruz del Sur,20.7194,20.7194,20.7194,1
Imías,20.0767,20.0767,20.0767,1
Cavalcante,-13.7978,-13.7978,-13.7978,1
Pomfret,42.4029,42.4029,42.4029,1
Breaza,45.1872,45.1872,45.1872,1
Niederkassel,50.8167,50.8167,50.8167,1
Litija,46.0667,46.0667,46.0667,1
Rhennouch,33.93,33.93,33.93,1
Braunau am Inn,48.2583,48.2583,48.2583,1
Efringen-Kirchen,47.6556,47.6556,47.6556,1
Mulifanua,-13.8333,-13.8333,-13.8333,1
Navojoa,27.0813,27.0813,27.0813,1
Annūr,11.2325,11.2325,11.2325,1
San Vito,8.84,8.84,8.84,1
Ibicoara,-13.4108,-13.4108,-13.4108,1
Beni Enzar,35.2667,35.2667,35.2667,1
Bantacan,7.5483,7.5483,7.5483,1
Chhatarpur,24.9177,24.9177,24.9177,1
North Lakhimpur,27.2414,27.2414,27.2414,1
Ridge,40.9068,40.9068,40.9068,1
Nova Londrina,-22.7658,-22.7658,-22.7658,1
Novyy Port,67.6919,67.6919,67.6919,1
Saint-Germain-en-Laye,48.8989,48.8989,48.8989,1
Sablan,16.4967,16.4967,16.4967,1
Rāisinghnagar,29.5342,29.5342,29.5342,1
Beecher,43.0903,43.0903,43.0903,1
Wujie,24.7,24.7,24.7,1
Chāndi,25.7296,25.7296,25.7296,1
Detroit Lakes,46.806,46.806,46.806,1
Xudat,41.6281,41.6281,41.6281,1
Brieselang,52.5833,52.5833,52.5833,1
Swords,53.4597,53.4597,53.4597,1
Muggiò,45.6,45.6,45.6,1
Pirenópolis,-15.8519,-15.8519,-15.8519,1
Matihāni,25.3595,25.3595,25.3595,1
Dobrich,43.5667,43.5667,43.5667,1
Kangaroo Flat,-36.7833,-36.7833,-36.7833,1
Northfleet,51.44,51.44,51.44,1
Maskanah,35.9632,35.9632,35.9632,1
Arājpur,25.5197,25.5197,25.5197,1
Pio IX,-6.8378,-6.8378,-6.8378,1
Ntchisi,-13.3667,-13.3667,-13.3667,1
Nueva Imperial,-38.7433,-38.7433,-38.7433,1
Kawkareik,16.5556,16.5556,16.5556,1
Hajdúdorog,47.8167,47.8167,47.8167,1
Konongo,6.6167,6.6167,6.6167,1
Kirovgrad,57.435,57.435,57.435,1
New Amsterdam,6.25,6.25,6.25,1
Anderlues,50.408,50.408,50.408,1
Schweinfurt,50.05,50.05,50.05,1
Zaraza,9.3394,9.3394,9.3394,1
Wallasey,53.4158,53.4158,53.4158,1
Quierschied,49.3167,49.3167,49.3167,1
Clorinda,-25.2833,-25.2833,-25.2833,1
Wolfhagen,51.3167,51.3167,51.3167,1
Bēylul,13.2644,13.2644,13.2644,1
Morinville,53.8022,53.8022,53.8022,1
Bilenke,48.7664,48.7664,48.7664,1
Cristino Castro,-8.8178,-8.8178,-8.8178,1
Searcy,35.2418,35.2418,35.2418,1
Bhadrakh,21.0545,21.0545,21.0545,1
Vöhringen,48.2833,48.2833,48.2833,1
Saint-Louis du Nord,19.9333,19.9333,19.9333,1
Puerto Libertador,7.9067,7.9067,7.9067,1
Kaukhāli,22.6333,22.6333,22.6333,1
Maicao,11.3778,11.3778,11.3778,1
Doñihue,-34.2261,-34.2261,-34.2261,1
Newton Aycliffe,54.62,54.62,54.62,1
Tosashimizu,32.7833,32.7833,32.7833,1
Chhātāpur,26.2197,26.2197,26.2197,1
Murgod,15.78,15.78,15.78,1
Chapel en le Frith,53.322,53.322,53.322,1
Rafḩā,29.6386,29.6386,29.6386,1
Sopot,42.65,48.550003,54.45,2
San Martín de Valdeiglesias,40.364,40.364,40.364,1
Castel Gandolfo,41.7469,41.7469,41.7469,1
Mahikeng,-25.8656,-25.8656,-25.8656,1
Knić,43.9167,43.9167,43.9167,1
Qiaotou,36.935,36.935,36.935,1
San Antonio Suchitepéquez,14.5333,14.5333,14.5333,1
Rosário,-2.9339,-2.9339,-2.9339,1
Varisshiyakuni,11.64,11.64,11.64,1
Merāl,24.1876,24.1876,24.1876,1
Plains,41.2657,41.2657,41.2657,1
Al Qūşīyah,27.4143,27.4143,27.4143,1
Abdurahmoni Jomí,37.9458,37.9458,37.9458,1
Tanki Leendert,12.5418,12.5418,12.5418,1
Lakewood,33.8471,40.453224,47.1628,5
Ronciglione,42.2894,42.2894,42.2894,1
Villa Allende,-31.3,-31.3,-31.3,1
Mālaimārpuram,14.2096,14.2096,14.2096,1
Carouge,46.1833,46.1833,46.1833,1
Belladère,18.8667,18.8667,18.8667,1
Guinguinéo,14.2667,14.2667,14.2667,1
Uttaramerūr,12.616,12.616,12.616,1
Kalghatgi,15.1832,15.1832,15.1832,1
Tidjikja,18.55,18.55,18.55,1
Bou Adel,34.5428,34.5428,34.5428,1
Shirakawa,37.1263,37.1263,37.1263,1
Darlington,54.527,54.527,54.527,1
Kozloduy,43.7833,43.7833,43.7833,1
Yalutorovsk,56.65,56.65,56.65,1
Mabole,7.0,7.0,7.0,1
Capela de Santana,-29.7,-29.7,-29.7,1
Petatlán,17.5383,17.5383,17.5383,1
Rokycany,49.7428,49.7428,49.7428,1
Hooper,41.1599,41.1599,41.1599,1
Hastings-on-Hudson,40.9904,40.9904,40.9904,1
Bulancak,40.9333,40.9333,40.9333,1
Abakaliki,6.3249,6.3249,6.3249,1
Kimyogarlar,39.6672,39.6672,39.6672,1
Nottuln,51.9278,51.9278,51.9278,1
Kawit,14.4333,14.4333,14.4333,1
Norwich,42.9833,42.9833,42.9833,1
Chhapra Bahās,26.7266,26.7266,26.7266,1
Ubatuba,-23.4339,-23.4339,-23.4339,1
Bee Ridge,27.2855,27.2855,27.2855,1
Wattwil,47.2957,47.2957,47.2957,1
Savigny-sur-Orge,48.6797,48.6797,48.6797,1
Bingham,52.952,52.952,52.952,1
Garwolin,51.9,51.9,51.9,1
Ruoqiang,39.0181,39.0181,39.0181,1
Ramon Magsaysay,8.0053,8.0053,8.0053,1
Bādkulla,23.28,23.28,23.28,1
Bānapur,19.7789,19.7789,19.7789,1
Kinzau-Vuete,-5.4967,-5.4967,-5.4967,1
Fillmore,34.3989,34.3989,34.3989,1
Avranches,48.6844,48.6844,48.6844,1
Blandford Forum,50.856,50.856,50.856,1
Ichinohe,40.2129,40.2129,40.2129,1
Isaka-Ivondro,-24.8,-24.8,-24.8,1
Cáceres,-16.0711,10.359633,39.4833,3
Chitré,7.9667,7.9667,7.9667,1
Râşnov,45.5933,45.5933,45.5933,1
Uttaradit,17.6231,17.6231,17.6231,1
Podporozhye,60.9,60.9,60.9,1
Amudālavalasa,18.4167,18.4167,18.4167,1
Mallāram,18.754,18.754,18.754,1
Nerviano,45.55,45.55,45.55,1
Huruta,8.15,8.15,8.15,1
Kākdwīp,21.8791,21.8791,21.8791,1
Bukama,-9.2,-9.2,-9.2,1
Red Oak,32.5212,32.5212,32.5212,1
Greytown,10.9467,10.9467,10.9467,1
La Ceja,6.0306,6.0306,6.0306,1
Alpen,51.575,51.575,51.575,1
Carquefou,47.2969,47.2969,47.2969,1
Maragogi,-9.0122,-9.0122,-9.0122,1
Egg Buckland,50.4006,50.4006,50.4006,1
Cheadle Hulme,53.3761,53.3761,53.3761,1
Al Midhnab,25.8601,25.8601,25.8601,1
Nadur,36.0381,36.0381,36.0381,1
Cochrane,-47.2547,1.9671497,51.189,2
Mananasy-Tsitakondaza,-19.15,-19.15,-19.15,1
West Monroe,32.512,32.512,32.512,1
Benahavís,36.519,36.519,36.519,1
Brāhmana Periya Agrahāram,11.369,11.369,11.369,1
Imqabba,35.8442,35.8442,35.8442,1
Labutta,16.1467,16.1467,16.1467,1
Saidoke,30.5267,30.5267,30.5267,1
Şırnak,37.52,37.52,37.52,1
New Paltz,41.7577,41.7577,41.7577,1
Hatwāns,22.7683,22.7683,22.7683,1
Jujhārpur,25.7514,25.7514,25.7514,1
Senftenberg,51.5167,51.5167,51.5167,1
Völklingen,49.25,49.25,49.25,1
Colton,34.0538,34.0538,34.0538,1
Keystone,28.1312,28.1312,28.1312,1
Cedartown,34.0223,34.0223,34.0223,1
Amsterdam,42.942,42.942,42.942,1
Prešov,49.0017,49.0017,49.0017,1
Limerick,40.2323,46.4488,52.6653,2
Otsego,45.266,45.266,45.266,1
Consett,54.85,54.85,54.85,1
Bohumín,49.9042,49.9042,49.9042,1
Urupês,-21.2019,-21.2019,-21.2019,1
Cosham,50.8424,50.8424,50.8424,1
Dharphari,26.1501,26.1501,26.1501,1
Anadia,-9.6844,15.374451,40.4333,2
Söğüt,40.0186,40.0186,40.0186,1
Raxaul,26.9833,26.9833,26.9833,1
Cold Lake,54.4642,54.4642,54.4642,1
Greeley,40.4152,40.4152,40.4152,1
Wingene,51.05,51.05,51.05,1
Mirnyy,62.55,62.658348,62.7667,2
Crvenka,45.6583,45.6583,45.6583,1
Pathanāmthitta,9.2648,9.2648,9.2648,1
Millbury,42.1925,42.1925,42.1925,1
Atwater,37.3529,37.3529,37.3529,1
Iğdır,39.9208,39.9208,39.9208,1
Bharokhara,25.8655,25.8655,25.8655,1
Tālakulam,8.1824,8.1824,8.1824,1
Ochsenhausen,48.0722,48.0722,48.0722,1
Yaguará,2.6661,2.6661,2.6661,1
Bakwa-Kalonji,-4.35,-4.35,-4.35,1
Camilo Ponce Enríquez,-3.05,-3.05,-3.05,1
Bunbury,-33.3272,-33.3272,-33.3272,1
Herrsching am Ammersee,48.0,48.0,48.0,1
Maḩmūd-e Rāqī,35.0206,35.0206,35.0206,1
Preganziol,45.6,45.6,45.6,1
Barahona,18.2,18.2,18.2,1
Pleven,43.4078,43.4078,43.4078,1
Bay Village,41.4851,41.4851,41.4851,1
Štip,41.7358,41.7358,41.7358,1
Rowlett,32.9155,32.9155,32.9155,1
Mensora,34.8356,34.8356,34.8356,1
Buftea,44.57,44.57,44.57,1
San José Guayabal,13.85,13.85,13.85,1
Fucecchio,43.7333,43.7333,43.7333,1
Millburn,40.7394,40.7394,40.7394,1
Saint-Dizier,48.6383,48.6383,48.6383,1
Żary,51.6333,51.6333,51.6333,1
Chinna Mupparam,17.6319,17.6319,17.6319,1
As Sallūm,31.55,31.55,31.55,1
Parsippany,40.8645,40.8645,40.8645,1
Lansing,39.2428,41.124767,42.5667,3
Vəndam,40.9447,40.9447,40.9447,1
Nyzhnohirskyi,45.4464,45.4464,45.4464,1
Lower Moreland,40.1346,40.1346,40.1346,1
Siguatepeque,14.6,14.6,14.6,1
Kurort Steinbach-Hallenberg,50.7006,50.7006,50.7006,1
Great Driffield,54.005,54.005,54.005,1
Basoko,1.2333,1.2333,1.2333,1
New Providence,40.6996,40.6996,40.6996,1
Jorhāt,26.75,26.75,26.75,1
Phillaur,31.03,31.03,31.03,1
Fortuna Foothills,32.6616,32.6616,32.6616,1
Nadym,65.5333,65.5333,65.5333,1
Freha,36.762,36.762,36.762,1
Bhagirathpur,24.0912,24.0912,24.0912,1
Unterföhring,48.1917,48.1917,48.1917,1
Belazao,-19.8833,-19.8833,-19.8833,1
Gornji Milanovac,44.0212,44.0212,44.0212,1
Nirāla,19.5,19.5,19.5,1
Lishaocun,22.7236,22.7236,22.7236,1
Bālkonda,18.8667,18.8667,18.8667,1
Pedra,-8.5006,-8.5006,-8.5006,1
Sūlibele,13.1667,13.1667,13.1667,1
Mamakating,41.586,41.586,41.586,1
Borzya,50.3833,50.3833,50.3833,1
Engerwitzdorf,48.3397,48.3397,48.3397,1
Yaguate,18.33,18.33,18.33,1
River Ridge,29.9593,29.9593,29.9593,1
Āgaro,7.85,7.85,7.85,1
Muan,34.9897,34.9897,34.9897,1
Sopur,34.3,34.3,34.3,1
Oiapoque,3.8428,3.8428,3.8428,1
Siilinjärvi,63.075,63.075,63.075,1
Minturno,41.2667,41.2667,41.2667,1
Potosí,0.8081,6.1511497,11.4942,2
La Llagosta,41.5156,41.5156,41.5156,1
Tiruvādānai,9.7841,9.7841,9.7841,1
Huntertown,41.2185,41.2185,41.2185,1
Buba,11.5833,11.5833,11.5833,1
Wheeling,40.0752,41.102997,42.1308,2
Ostashkov,57.15,57.15,57.15,1
Danville,36.5831,38.387596,40.1426,5
Sidi Lamine,32.9,32.9,32.9,1
Otukpo,7.1904,7.1904,7.1904,1
Venkatāpuram,18.2232,18.2232,18.2232,1
Amboavory,-17.3,-17.3,-17.3,1
Caombo,-8.7,-8.7,-8.7,1
Oliveira do Hospital,40.3589,40.3589,40.3589,1
Ma‘bar,14.794,14.794,14.794,1
Chandankiāri,23.5781,23.5781,23.5781,1
Bergheim,50.9667,50.9667,50.9667,1
Ilioúpoli,37.9333,37.9333,37.9333,1
Degeh Bur,8.2167,8.2167,8.2167,1
Khujner,23.786,23.786,23.786,1
Radomir,42.55,42.55,42.55,1
Circasia,4.6167,4.6167,4.6167,1
Remedios de Escalada,-34.7167,-34.7167,-34.7167,1
Much,50.9167,50.9167,50.9167,1
Thun,46.7667,46.7667,46.7667,1
North Grenville,44.9667,44.9667,44.9667,1
Faenza,44.2856,44.2856,44.2856,1
Chintalavādi,10.9511,10.9511,10.9511,1
São João do Manhuaçu,-20.3939,-20.3939,-20.3939,1
Orobó,-7.745,-7.745,-7.745,1
Krotoszyn,51.6833,51.6833,51.6833,1
Settimo Torinese,45.1333,45.1333,45.1333,1
Novara,45.45,45.45,45.45,1
Gharbia,35.5153,35.5153,35.5153,1
Bañolas,42.1194,42.1194,42.1194,1
Wanze,50.5353,50.5353,50.5353,1
Ylöjärvi,61.55,61.55,61.55,1
Syracuse,41.0859,41.0859,41.0859,1
Kivsharivka,49.6303,49.6303,49.6303,1
Mangalkot,23.5213,23.5213,23.5213,1
Horbury,53.6595,53.6595,53.6595,1
Tlalixtac de Cabrera,17.0667,17.0667,17.0667,1
Sirīpur,25.997,25.997,25.997,1
Singalāndāpuram,11.4166,11.4166,11.4166,1
Coevorden,52.6667,52.6667,52.6667,1
Princeton,25.5396,33.024532,40.3562,3
Bowling Green,36.9716,39.1746,41.3776,2
Kottūr,9.9038,9.9038,9.9038,1
Goldbach,49.9889,49.9889,49.9889,1
Aarau,47.4,47.4,47.4,1
Roudnice nad Labem,50.4254,50.4254,50.4254,1
